forecast_date,version,scenario_id,date,planning_shop_cluster,shipping_wh,picking_wh,shipment_cd
2024-06-04,1,0,2024-07-10,CH,3,4,0
2024-06-04,1,0,2024-06-14,SI,3,4,0
2024-06-04,1,0,2024-07-08,ES,4,4,0
2024-06-04,1,0,2024-08-16,BE,1,4,0
2024-06-04,1,0,2024-06-29,IT,1,4,0
2024-06-04,1,0,2024-07-13,IT,1,4,0
2024-06-04,1,0,2024-07-17,ZZ,1,4,0
2024-06-04,1,0,2024-08-19,LV,2,4,0
2024-06-04,1,0,2024-06-13,NL,2,4,0
2024-06-04,1,0,2024-07-27,FI,3,1,0
2024-06-04,1,0,2024-06-04,FR,3,1,0
2024-06-04,1,0,2024-08-06,HR,3,1,0
2024-06-04,1,0,2024-06-04,NL,3,1,0
2024-06-04,1,0,2024-06-11,PL,3,1,76
2024-06-04,1,0,2024-07-07,DE,4,1,0
2024-06-04,1,0,2024-06-28,HU,4,1,0
2024-06-04,1,0,2024-08-08,PT,4,1,0
2024-06-04,1,0,2024-06-03,HU,1,1,0
2024-06-04,1,0,2024-07-13,SI,1,1,0
2024-06-04,1,0,2024-05-31,CH,2,1,0
2024-06-04,1,0,2024-08-04,CY,2,1,23
2024-06-04,1,0,2024-06-09,IE,2,1,0
2024-06-04,1,0,2024-06-02,SE,2,1,0
2024-06-04,1,0,2024-08-01,CZ,3,2,712
2024-06-04,1,0,2024-07-23,SE,3,2,0
2024-06-04,1,0,2024-06-14,AT,4,2,0
2024-06-04,1,0,2024-08-13,BG,4,2,0
2024-06-04,1,0,2024-08-07,CY,4,2,0
2024-06-04,1,0,2024-08-11,HU,4,2,0
2024-06-04,1,0,2024-08-08,LT,4,2,0
2024-06-04,1,0,2024-07-10,BG,1,2,0
2024-06-04,1,0,2024-08-23,DE,1,2,419
2024-06-04,1,0,2024-07-05,IE,2,2,0
2024-06-04,1,0,2024-06-28,SK,2,2,0
2024-06-04,1,0,2024-06-18,HU,3,3,0
2024-06-04,1,0,2024-08-22,DK,4,3,0
2024-06-04,1,0,2024-06-14,RO,4,3,0
2024-06-04,1,0,2024-07-02,SI,4,3,0
2024-06-04,1,0,2024-08-10,BG,1,3,0
2024-06-04,1,0,2024-07-12,IT,1,3,0
2024-06-04,1,0,2024-08-19,PL,2,3,0
2024-06-04,1,0,2024-06-24,CH,3,4,0
2024-06-04,1,0,2024-06-05,FR,3,4,0
2024-06-04,1,0,2024-06-20,HR,3,4,0
2024-06-04,1,0,2024-06-12,LU,3,4,0
2024-06-04,1,0,2024-06-06,SI,3,4,0
2024-06-04,1,0,2024-08-16,SI,3,4,0
2024-06-04,1,0,2024-06-07,ES,4,4,0
2024-06-04,1,0,2024-07-04,SI,4,4,0
2024-06-04,1,0,2024-05-27,ZZ,4,4,0
2024-06-04,1,0,2024-05-31,CH,1,4,0
2024-06-04,1,0,2024-08-22,FR,1,4,0
2024-06-04,1,0,2024-08-11,LU,1,4,0
2024-06-04,1,0,2024-07-18,SI,1,4,0
2024-06-04,1,0,2024-06-28,AT,2,4,0
2024-06-04,1,0,2024-06-11,ES,2,4,0
2024-06-04,1,0,2024-07-29,NO,2,4,0
2024-06-04,1,0,2024-06-04,PL,2,4,0
2024-06-04,1,0,2024-06-30,PT,2,4,0
2024-06-04,1,0,2024-06-23,ZZ,2,4,0
2024-06-04,1,0,2024-06-18,AT,3,1,0
2024-06-04,1,0,2024-08-21,DK,3,1,0
2024-06-04,1,0,2024-07-14,NL,3,1,0
2024-06-04,1,0,2024-07-28,HU,4,1,0
2024-06-04,1,0,2024-06-18,SE,4,1,0
2024-06-04,1,0,2024-08-04,BG,1,1,0
2024-06-04,1,0,2024-06-01,AT,2,1,0
2024-06-04,1,0,2024-08-12,ES,2,1,0
2024-06-04,1,0,2024-08-14,FI,2,1,0
2024-06-04,1,0,2024-07-05,RO,2,1,1852
2024-06-04,1,0,2024-07-01,AT,3,2,0
2024-06-04,1,0,2024-05-31,LV,3,2,91
2024-06-04,1,0,2024-08-15,NO,4,2,0
2024-06-04,1,0,2024-08-04,PT,4,2,0
2024-06-04,1,0,2024-07-01,ES,1,2,15
2024-06-04,1,0,2024-08-12,IT,1,2,0
2024-06-04,1,0,2024-06-21,CH,2,2,0
2024-06-04,1,0,2024-06-13,ES,2,2,0
2024-06-04,1,0,2024-05-28,FR,3,3,0
2024-06-04,1,0,2024-07-28,GR,3,3,0
2024-06-04,1,0,2024-08-25,GR,3,3,0
2024-06-04,1,0,2024-06-29,HR,3,3,0
2024-06-04,1,0,2024-06-22,IT,3,3,0
2024-06-04,1,0,2024-06-03,SE,3,3,0
2024-06-04,1,0,2024-06-12,SE,3,3,0
2024-06-04,1,0,2024-06-30,ZZ,3,3,0
2024-06-04,1,0,2024-06-15,NL,4,3,0
2024-06-04,1,0,2024-08-09,DK,1,3,0
2024-06-04,1,0,2024-07-28,GR,2,3,89
2024-06-04,1,0,2024-05-28,LT,2,3,0
2024-06-04,1,0,2024-06-30,NO,2,3,0
2024-06-04,1,0,2024-07-16,ES,3,4,0
2024-06-04,1,0,2024-07-11,BE,4,4,0
2024-06-04,1,0,2024-07-07,BG,4,4,0
2024-06-04,1,0,2024-07-11,CY,4,4,0
2024-06-04,1,0,2024-07-28,CZ,4,4,0
2024-06-04,1,0,2024-06-16,LV,1,4,0
2024-06-04,1,0,2024-06-12,CZ,2,4,0
2024-06-04,1,0,2024-07-11,LU,2,4,0
2024-06-04,1,0,2024-07-10,NO,2,4,0
2024-06-04,1,0,2024-07-22,AT,3,1,0
2024-06-04,1,0,2024-06-21,CH,3,1,0
2024-06-04,1,0,2024-07-25,DK,3,1,0
2024-06-04,1,0,2024-06-11,NO,3,1,0
2024-06-04,1,0,2024-06-26,NO,3,1,0
2024-06-04,1,0,2024-06-29,SK,3,1,0
2024-06-04,1,0,2024-07-30,DE,4,1,0
2024-06-04,1,0,2024-07-25,ZZ,4,1,0
2024-06-04,1,0,2024-08-06,CH,1,1,0
2024-06-04,1,0,2024-08-05,HR,1,1,0
2024-06-04,1,0,2024-06-09,IT,2,1,0
2024-06-04,1,0,2024-06-16,NO,3,2,0
2024-06-04,1,0,2024-05-29,PT,3,2,0
2024-06-04,1,0,2024-07-06,SE,3,2,0
2024-06-04,1,0,2024-05-27,SK,3,2,0
2024-06-04,1,0,2024-08-15,LV,4,2,0
2024-06-04,1,0,2024-06-03,AT,1,2,219
2024-06-04,1,0,2024-08-14,HU,1,2,0
2024-06-04,1,0,2024-07-28,IT,1,2,0
2024-06-04,1,0,2024-08-03,IT,1,2,0
2024-06-04,1,0,2024-07-04,CZ,2,2,0
2024-06-04,1,0,2024-06-11,LU,2,2,0
2024-06-04,1,0,2024-08-20,PT,2,2,0
2024-06-04,1,0,2024-07-26,RO,2,2,0
2024-06-04,1,0,2024-06-08,CY,3,3,0
2024-06-04,1,0,2024-07-26,DE,3,3,0
2024-06-04,1,0,2024-08-16,NO,3,3,0
2024-06-04,1,0,2024-05-28,PL,3,3,0
2024-06-04,1,0,2024-05-31,SK,3,3,0
2024-06-04,1,0,2024-07-05,FR,4,3,0
2024-06-04,1,0,2024-06-18,IE,4,3,0
2024-06-04,1,0,2024-06-09,CZ,1,3,0
2024-06-04,1,0,2024-06-09,HR,1,3,0
2024-06-04,1,0,2024-06-18,NL,1,3,193
2024-06-04,1,0,2024-08-23,NL,1,3,123
2024-06-04,1,0,2024-05-28,PT,1,3,58
2024-06-04,1,0,2024-08-20,LT,2,3,0
2024-06-04,1,0,2024-07-12,DE,3,4,0
2024-06-04,1,0,2024-08-07,EE,3,4,0
2024-06-04,1,0,2024-07-25,LU,3,4,0
2024-06-04,1,0,2024-06-09,ZZ,3,4,0
2024-06-04,1,0,2024-08-10,ES,4,4,0
2024-06-04,1,0,2024-06-20,RO,4,4,0
2024-06-04,1,0,2024-08-01,SE,1,4,0
2024-06-04,1,0,2024-06-17,BE,2,4,0
2024-06-04,1,0,2024-06-12,BG,2,4,0
2024-06-04,1,0,2024-07-02,CY,2,4,0
2024-06-04,1,0,2024-06-16,ES,2,4,0
2024-06-04,1,0,2024-05-28,BG,4,1,0
2024-06-04,1,0,2024-06-26,CH,4,1,0
2024-06-04,1,0,2024-07-26,EE,4,1,0
2024-06-04,1,0,2024-06-14,LT,1,1,0
2024-06-04,1,0,2024-06-23,PT,3,2,0
2024-06-04,1,0,2024-07-09,SI,3,2,0
2024-06-04,1,0,2024-08-07,CZ,4,2,0
2024-06-04,1,0,2024-06-19,IT,4,2,0
2024-06-04,1,0,2024-07-13,SK,4,2,0
2024-06-04,1,0,2024-08-11,SK,4,2,0
2024-06-04,1,0,2024-05-30,EE,1,2,0
2024-06-04,1,0,2024-08-06,EE,1,2,0
2024-06-04,1,0,2024-05-30,FI,1,2,55
2024-06-04,1,0,2024-06-23,IE,1,2,1
2024-06-04,1,0,2024-06-30,IT,1,2,0
2024-06-04,1,0,2024-06-21,SK,1,2,0
2024-06-04,1,0,2024-07-11,FI,3,3,0
2024-06-04,1,0,2024-08-05,IT,3,3,0
2024-06-04,1,0,2024-08-05,ES,4,3,0
2024-06-04,1,0,2024-07-10,SE,4,3,0
2024-06-04,1,0,2024-08-03,ZZ,4,3,0
2024-06-04,1,0,2024-08-09,BE,1,3,0
2024-06-04,1,0,2024-08-02,CH,1,3,0
2024-06-04,1,0,2024-07-28,CY,1,3,0
2024-06-04,1,0,2024-06-29,ES,1,3,14
2024-06-04,1,0,2024-07-20,IE,1,3,0
2024-06-04,1,0,2024-06-23,SK,1,3,0
2024-06-04,1,0,2024-06-13,LU,2,3,0
2024-06-04,1,0,2024-08-02,PL,2,3,0
2024-06-04,1,0,2024-08-21,PT,2,3,0
2024-06-04,1,0,2024-07-04,SI,2,3,381
2024-06-04,1,0,2024-08-06,CH,3,4,0
2024-06-04,1,0,2024-08-23,CY,3,4,0
2024-06-04,1,0,2024-08-04,LV,3,4,0
2024-06-04,1,0,2024-07-05,NL,3,4,0
2024-06-04,1,0,2024-07-13,NL,3,4,0
2024-06-04,1,0,2024-06-19,CZ,4,4,0
2024-06-04,1,0,2024-08-10,DE,4,4,0
2024-06-04,1,0,2024-08-17,EE,4,4,0
2024-06-04,1,0,2024-08-24,GR,4,4,0
2024-06-04,1,0,2024-06-18,DE,1,4,0
2024-06-04,1,0,2024-06-25,HR,1,4,0
2024-06-04,1,0,2024-06-15,AT,2,4,0
2024-06-04,1,0,2024-07-13,ES,2,4,0
2024-06-04,1,0,2024-07-29,GR,2,4,0
2024-06-04,1,0,2024-07-11,IE,2,4,0
2024-06-04,1,0,2024-06-06,GR,3,1,0
2024-06-04,1,0,2024-08-07,SK,3,1,0
2024-06-04,1,0,2024-07-04,CY,4,1,0
2024-06-04,1,0,2024-07-24,FR,4,1,0
2024-06-04,1,0,2024-08-20,AT,1,1,0
2024-06-04,1,0,2024-07-20,LU,1,1,0
2024-06-04,1,0,2024-07-24,PL,1,1,0
2024-06-04,1,0,2024-06-03,SI,1,1,0
2024-06-04,1,0,2024-06-27,CH,2,1,0
2024-06-04,1,0,2024-06-07,LU,2,1,0
2024-06-04,1,0,2024-06-12,ZZ,2,1,0
2024-06-04,1,0,2024-06-21,LT,4,2,0
2024-06-04,1,0,2024-07-14,NL,4,2,0
2024-06-04,1,0,2024-08-09,BG,1,2,0
2024-06-04,1,0,2024-07-05,GR,1,2,0
2024-06-04,1,0,2024-08-22,LU,1,2,5
2024-06-04,1,0,2024-06-04,NL,1,2,458
2024-06-04,1,0,2024-08-06,BE,3,3,0
2024-06-04,1,0,2024-07-25,PT,3,3,0
2024-06-04,1,0,2024-07-01,SI,3,3,0
2024-06-04,1,0,2024-08-25,EE,4,3,0
2024-06-04,1,0,2024-06-18,AT,1,3,119
2024-06-04,1,0,2024-07-03,IT,1,3,0
2024-06-04,1,0,2024-07-31,NL,2,3,0
2024-06-04,1,0,2024-07-21,SK,2,3,393
2024-06-04,1,0,2024-08-02,BG,3,4,0
2024-06-04,1,0,2024-07-07,FI,3,4,0
2024-06-04,1,0,2024-07-11,HU,3,4,0
2024-06-04,1,0,2024-06-14,IE,4,4,0
2024-06-04,1,0,2024-08-12,SE,4,4,0
2024-06-04,1,0,2024-06-04,FI,1,4,0
2024-06-04,1,0,2024-06-07,IE,1,4,0
2024-06-04,1,0,2024-06-26,BG,2,4,0
2024-06-04,1,0,2024-06-11,CZ,2,4,0
2024-06-04,1,0,2024-06-18,BG,3,1,0
2024-06-04,1,0,2024-07-15,DE,3,1,0
2024-06-04,1,0,2024-08-17,DE,4,1,0
2024-06-04,1,0,2024-08-02,CH,1,1,0
2024-06-04,1,0,2024-07-05,DK,1,1,0
2024-06-04,1,0,2024-06-07,SE,1,1,0
2024-06-04,1,0,2024-08-17,SK,1,1,0
2024-06-04,1,0,2024-07-17,PT,2,1,0
2024-06-04,1,0,2024-07-09,SI,2,1,255
2024-06-04,1,0,2024-06-16,AT,3,2,0
2024-06-04,1,0,2024-06-20,BG,3,2,0
2024-06-04,1,0,2024-06-02,ES,3,2,0
2024-06-04,1,0,2024-05-31,DE,4,2,0
2024-06-04,1,0,2024-07-06,PT,4,2,0
2024-06-04,1,0,2024-08-14,EE,1,2,0
2024-06-04,1,0,2024-06-22,SE,1,2,27
2024-06-04,1,0,2024-08-16,SK,1,2,0
2024-06-04,1,0,2024-07-28,FI,2,2,0
2024-06-04,1,0,2024-08-24,HR,2,2,0
2024-06-04,1,0,2024-08-05,SI,2,2,0
2024-06-04,1,0,2024-06-11,DE,3,3,0
2024-06-04,1,0,2024-06-28,IE,3,3,0
2024-06-04,1,0,2024-06-04,LU,3,3,0
2024-06-04,1,0,2024-08-16,CH,4,3,0
2024-06-04,1,0,2024-06-26,EE,4,3,0
2024-06-04,1,0,2024-06-29,FI,4,3,0
2024-06-04,1,0,2024-07-23,HU,4,3,0
2024-06-04,1,0,2024-08-04,IT,4,3,0
2024-06-04,1,0,2024-06-23,RO,4,3,0
2024-06-04,1,0,2024-06-26,BG,1,3,0
2024-06-04,1,0,2024-06-28,CZ,1,3,0
2024-06-04,1,0,2024-08-09,IT,1,3,0
2024-06-04,1,0,2024-06-30,LV,1,3,0
2024-06-04,1,0,2024-08-18,NL,1,3,240
2024-06-04,1,0,2024-08-13,EE,2,3,0
2024-06-04,1,0,2024-08-19,FR,2,3,0
2024-06-04,1,0,2024-08-19,GR,2,3,41
2024-06-04,1,0,2024-08-01,HR,2,3,472
2024-06-04,1,0,2024-07-22,LU,2,3,0
2024-06-04,1,0,2024-05-27,RO,2,3,0
2024-06-04,1,0,2024-07-25,SK,2,3,116
2024-06-04,1,0,2024-07-15,CY,3,4,0
2024-06-04,1,0,2024-07-09,CZ,3,4,0
2024-06-04,1,0,2024-07-22,FR,3,4,0
2024-06-04,1,0,2024-06-07,RO,3,4,0
2024-06-04,1,0,2024-06-22,ZZ,3,4,0
2024-06-04,1,0,2024-06-15,EE,1,4,0
2024-06-04,1,0,2024-07-23,PL,1,4,0
2024-06-04,1,0,2024-05-30,SE,2,4,0
2024-06-04,1,0,2024-08-13,CZ,3,1,658
2024-06-04,1,0,2024-06-25,EE,3,1,79
2024-06-04,1,0,2024-08-21,EE,3,1,64
2024-06-04,1,0,2024-07-19,NO,3,1,0
2024-06-04,1,0,2024-06-04,HR,4,1,0
2024-06-04,1,0,2024-08-14,IT,4,1,0
2024-06-04,1,0,2024-08-08,SK,4,1,0
2024-06-04,1,0,2024-07-29,CY,1,1,0
2024-06-04,1,0,2024-05-28,CZ,1,1,0
2024-06-04,1,0,2024-06-05,CZ,1,1,0
2024-06-04,1,0,2024-06-08,NL,1,1,0
2024-06-04,1,0,2024-08-06,AT,2,1,0
2024-06-04,1,0,2024-08-19,CY,2,1,7
2024-06-04,1,0,2024-08-12,FI,2,1,0
2024-06-04,1,0,2024-07-31,BG,3,2,0
2024-06-04,1,0,2024-07-19,LU,3,2,0
2024-06-04,1,0,2024-06-16,PL,3,2,150
2024-06-04,1,0,2024-06-20,PT,3,2,0
2024-06-04,1,0,2024-06-07,AT,4,2,0
2024-06-04,1,0,2024-06-25,DE,4,2,0
2024-06-04,1,0,2024-07-08,GR,4,2,0
2024-06-04,1,0,2024-06-06,RO,4,2,0
2024-06-04,1,0,2024-07-18,AT,1,2,339
2024-06-04,1,0,2024-07-19,DK,1,2,118
2024-06-04,1,0,2024-08-09,PT,1,2,55
2024-06-04,1,0,2024-08-03,BG,2,2,0
2024-06-04,1,0,2024-07-04,DE,2,2,0
2024-06-04,1,0,2024-06-12,HU,2,2,0
2024-06-04,1,0,2024-06-10,NL,3,3,0
2024-06-04,1,0,2024-08-20,NO,3,3,0
2024-06-04,1,0,2024-07-25,FR,4,3,0
2024-06-04,1,0,2024-06-08,LV,4,3,0
2024-06-04,1,0,2024-06-09,LV,1,3,0
2024-06-04,1,0,2024-08-03,FR,2,3,0
2024-06-04,1,0,2024-08-01,HR,3,4,0
2024-06-04,1,0,2024-08-23,SI,3,4,0
2024-06-04,1,0,2024-07-31,HR,4,4,0
2024-06-04,1,0,2024-07-06,HU,4,4,0
2024-06-04,1,0,2024-07-08,LU,4,4,0
2024-06-04,1,0,2024-06-15,RO,1,4,0
2024-06-04,1,0,2024-07-22,FR,3,1,0
2024-06-04,1,0,2024-06-12,IE,3,1,0
2024-06-04,1,0,2024-06-01,ZZ,3,1,0
2024-06-04,1,0,2024-06-18,BG,4,1,0
2024-06-04,1,0,2024-06-14,CH,4,1,0
2024-06-04,1,0,2024-06-16,FI,4,1,0
2024-06-04,1,0,2024-07-24,FI,1,1,0
2024-06-04,1,0,2024-06-29,ZZ,1,1,0
2024-06-04,1,0,2024-06-19,FR,2,1,0
2024-06-04,1,0,2024-07-11,HU,2,1,1140
2024-06-04,1,0,2024-08-04,IT,2,1,0
2024-06-04,1,0,2024-07-04,PL,2,1,0
2024-06-04,1,0,2024-06-27,RO,2,1,504
2024-06-04,1,0,2024-06-28,IT,3,2,0
2024-06-04,1,0,2024-07-14,SI,3,2,0
2024-06-04,1,0,2024-08-17,SI,3,2,0
2024-06-04,1,0,2024-07-27,LT,4,2,0
2024-06-04,1,0,2024-06-09,SI,4,2,0
2024-06-04,1,0,2024-06-09,HU,1,2,0
2024-06-04,1,0,2024-07-29,LV,1,2,0
2024-06-04,1,0,2024-08-01,NO,1,2,0
2024-06-04,1,0,2024-07-30,IE,2,2,0
2024-06-04,1,0,2024-06-29,PL,2,2,0
2024-06-04,1,0,2024-08-21,RO,2,2,0
2024-06-04,1,0,2024-06-09,CH,3,3,0
2024-06-04,1,0,2024-07-22,CH,3,3,0
2024-06-04,1,0,2024-07-07,AT,1,3,200
2024-06-04,1,0,2024-06-13,BE,1,3,0
2024-06-04,1,0,2024-07-07,LU,1,3,0
2024-06-04,1,0,2024-06-07,RO,1,3,0
2024-06-04,1,0,2024-07-02,CH,2,3,0
2024-06-04,1,0,2024-08-13,SK,2,3,105
2024-06-04,1,0,2024-08-23,IE,3,4,0
2024-06-04,1,0,2024-06-02,CZ,4,4,0
2024-06-04,1,0,2024-08-15,ES,4,4,0
2024-06-04,1,0,2024-06-23,HU,4,4,0
2024-06-04,1,0,2024-06-06,LV,4,4,0
2024-06-04,1,0,2024-07-28,LV,4,4,0
2024-06-04,1,0,2024-08-20,PT,4,4,0
2024-06-04,1,0,2024-06-14,ZZ,4,4,0
2024-06-04,1,0,2024-07-12,BG,1,4,0
2024-06-04,1,0,2024-07-13,BG,1,4,0
2024-06-04,1,0,2024-06-08,FR,1,4,0
2024-06-04,1,0,2024-08-04,FR,1,4,0
2024-06-04,1,0,2024-06-19,LV,1,4,0
2024-06-04,1,0,2024-06-04,IE,2,4,0
2024-06-04,1,0,2024-07-31,LV,2,4,0
2024-06-04,1,0,2024-07-05,PL,2,4,0
2024-06-04,1,0,2024-08-11,ZZ,2,4,0
2024-06-04,1,0,2024-07-18,CY,3,1,0
2024-06-04,1,0,2024-07-12,LV,3,1,215
2024-06-04,1,0,2024-06-19,IE,4,1,0
2024-06-04,1,0,2024-08-20,PT,4,1,0
2024-06-04,1,0,2024-06-11,SK,4,1,0
2024-06-04,1,0,2024-07-18,LT,2,1,0
2024-06-04,1,0,2024-08-09,PL,2,1,0
2024-06-04,1,0,2024-06-03,SK,2,1,337
2024-06-04,1,0,2024-07-05,DE,3,2,1260
2024-06-04,1,0,2024-08-03,PL,3,2,125
2024-06-04,1,0,2024-08-05,PL,3,2,43
2024-06-04,1,0,2024-06-11,RO,3,2,0
2024-06-04,1,0,2024-07-31,HU,4,2,0
2024-06-04,1,0,2024-07-03,LU,4,2,0
2024-06-04,1,0,2024-06-13,SE,4,2,0
2024-06-04,1,0,2024-06-18,ES,1,2,13
2024-06-04,1,0,2024-07-25,HU,1,2,0
2024-06-04,1,0,2024-06-08,SI,1,2,0
2024-06-04,1,0,2024-06-25,IT,2,2,0
2024-06-04,1,0,2024-06-21,PL,2,2,0
2024-06-04,1,0,2024-08-15,BG,4,3,0
2024-06-04,1,0,2024-07-16,EE,4,3,0
2024-06-04,1,0,2024-08-23,PL,4,3,0
2024-06-04,1,0,2024-07-12,AT,1,3,92
2024-06-04,1,0,2024-06-04,FI,1,3,27
2024-06-04,1,0,2024-06-15,FI,1,3,34
2024-06-04,1,0,2024-05-27,GR,1,3,0
2024-06-04,1,0,2024-06-14,LT,1,3,0
2024-06-04,1,0,2024-08-03,NL,1,3,228
2024-06-04,1,0,2024-07-15,GR,2,3,77
2024-06-04,1,0,2024-06-03,NO,3,4,0
2024-06-04,1,0,2024-07-29,SI,3,4,0
2024-06-04,1,0,2024-06-02,FI,4,4,0
2024-06-04,1,0,2024-06-06,IE,4,4,0
2024-06-04,1,0,2024-07-16,NL,4,4,0
2024-06-04,1,0,2024-07-18,PT,4,4,0
2024-06-04,1,0,2024-08-24,SE,4,4,0
2024-06-04,1,0,2024-07-15,SK,4,4,0
2024-06-04,1,0,2024-06-26,BE,1,4,0
2024-06-04,1,0,2024-05-28,CZ,1,4,0
2024-06-04,1,0,2024-06-13,EE,1,4,0
2024-06-04,1,0,2024-06-08,NO,1,4,0
2024-06-04,1,0,2024-08-02,HR,2,4,0
2024-06-04,1,0,2024-06-06,DK,3,1,0
2024-06-04,1,0,2024-07-30,ES,3,1,0
2024-06-04,1,0,2024-07-17,PL,4,1,0
2024-06-04,1,0,2024-08-07,SK,4,1,0
2024-06-04,1,0,2024-08-11,DE,1,1,0
2024-06-04,1,0,2024-08-08,GR,1,1,0
2024-06-04,1,0,2024-07-13,BE,2,1,0
2024-06-04,1,0,2024-06-21,DE,3,2,1217
2024-06-04,1,0,2024-06-05,NL,3,2,0
2024-06-04,1,0,2024-08-05,NO,3,2,0
2024-06-04,1,0,2024-05-31,SI,3,2,0
2024-06-04,1,0,2024-08-09,PL,4,2,0
2024-06-04,1,0,2024-07-29,EE,1,2,0
2024-06-04,1,0,2024-06-08,GR,1,2,0
2024-06-04,1,0,2024-07-02,ZZ,1,2,0
2024-06-04,1,0,2024-07-12,CZ,2,2,0
2024-06-04,1,0,2024-06-04,GR,2,2,0
2024-06-04,1,0,2024-08-15,IE,2,2,0
2024-06-04,1,0,2024-07-16,LU,2,2,0
2024-06-04,1,0,2024-06-10,FI,3,3,0
2024-06-04,1,0,2024-07-03,NO,3,3,0
2024-06-04,1,0,2024-07-09,SE,3,3,0
2024-06-04,1,0,2024-06-13,BE,4,3,0
2024-06-04,1,0,2024-06-23,BG,1,3,0
2024-06-04,1,0,2024-06-19,CY,1,3,0
2024-06-04,1,0,2024-05-29,IE,1,3,0
2024-06-04,1,0,2024-08-21,NL,1,3,148
2024-06-04,1,0,2024-05-28,NO,1,3,0
2024-06-04,1,0,2024-06-29,CH,2,3,0
2024-06-04,1,0,2024-06-30,CY,2,3,4
2024-06-04,1,0,2024-07-31,HU,3,4,0
2024-06-04,1,0,2024-06-08,PT,3,4,0
2024-06-04,1,0,2024-06-08,LT,4,4,0
2024-06-04,1,0,2024-08-01,DK,1,4,0
2024-06-04,1,0,2024-06-28,NL,2,4,0
2024-06-04,1,0,2024-06-12,RO,2,4,0
2024-06-04,1,0,2024-08-22,IE,3,1,0
2024-06-04,1,0,2024-08-08,LT,3,1,169
2024-06-04,1,0,2024-06-20,PT,3,1,0
2024-06-04,1,0,2024-08-05,RO,3,1,0
2024-06-04,1,0,2024-07-24,SE,3,1,0
2024-06-04,1,0,2024-07-29,EE,4,1,0
2024-06-04,1,0,2024-07-10,FR,4,1,0
2024-06-04,1,0,2024-06-16,SI,4,1,0
2024-06-04,1,0,2024-06-13,BG,1,1,0
2024-06-04,1,0,2024-08-03,CH,1,1,0
2024-06-04,1,0,2024-07-23,DK,1,1,0
2024-06-04,1,0,2024-08-16,SI,1,1,0
2024-06-04,1,0,2024-08-23,CH,2,1,0
2024-06-04,1,0,2024-06-15,ES,2,1,0
2024-06-04,1,0,2024-06-07,LT,2,1,0
2024-06-04,1,0,2024-08-17,CY,3,2,0
